label	message	length	punct
ham	Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx	138	5
ham	NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;	164	25
ham	Otherwise had part time job na-tuition..	40	3
ham	I know she called me	20	0
ham	Me also da, i feel yesterday night  wait til 2day night dear.	61	2
ham	Thanks for understanding. I've been trying to tell sura that.	61	3
spam	WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3	145	6
ham	The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.	130	3
spam	As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr	148	8
ham	I need you to be in my strong arms...	37	3
ham	Also maaaan are you missing out	31	0
ham	His bday real is in april .	27	1
ham	Guessin you ain't gonna be here before 9?	41	2
ham	Ok then i will come to ur home after half an hour	49	0
ham	Yo, the game almost over? Want to go to walmart soon	52	2
ham	Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!	124	6
ham	I'll text now! All creepy like so he won't think that we forgot	63	3
ham	that would be good … I'll phone you tomo lunchtime, shall I, to organise something?	83	4
spam	You have 1 new voicemail. Please call 08719181513.	50	2
ham	Damn, can you make it tonight or do you want to just wait til tomorrow	70	1
ham	K..k..i'm also fine:)when will you complete the course?	55	8
ham	True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.	119	5
spam	No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	143	7
ham	Prakesh is there know.	22	1
ham	Teach me apps da. When you come to college.	43	2
ham	Rofl betta invest in some  anti aging products	46	0
spam	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	145	3
ham	sir, you will receive the account no another 1hr time. Sorry for the delay.	75	3
spam	Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p	159	3
ham	So ü'll be submitting da project tmr rite?	42	2
spam	FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.	122	5
ham	Jus ans me lar. U'll noe later.	31	3
ham	I want to send something that can sell fast.  &lt;#&gt; k is not easy money.	76	7
ham	have got * few things to do. may be in * pub later.	51	4
ham	1's finish meeting call me.	27	2
ham	Lol ok. I'll snatch her purse too.	34	3
ham	Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx	125	8
ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..	136	12
ham	How much are we getting?	24	1
ham	Is ur paper in e morn or aft tmr?	33	1
ham	Dear relieved of westonzoyland, all going to plan this end too!	63	2
ham	Hope you are having a great new semester. Do wish you the very best. You are made for greatness.	96	3
ham	Oh yes I can speak txt 2 u no! Hmm. Did u get  email?	53	3
ham	I want to show you the world, princess :) how about europe?	59	4
ham	Nobody can decide where to eat and dad wants Chinese	52	0
ham	No shoot me. I'm in the docs waiting room. :/	45	5
ham	Now? I'm going out 4 dinner soon..	34	4
ham	Hello which the site to download songs its urgent pls	53	0
ham	I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! 	111	6
ham	Horrible gal. Me in sch doing some stuff. How come u got mc?	60	3
ham	HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x	152	7
ham	I call you later, don't have network. If urgnt, sms me.	55	5
ham	Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear	84	2
spam	Please CALL 08712402779 immediately as there is an urgent message waiting for you	81	0
ham	Yeah like if it goes like it did with my friends imma flip my shit in like half an hour	87	0
ham	Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 	84	6
ham	What your plan for pongal?	26	1
ham	Just wait till end of march when el nino gets himself. Oh.	58	2
ham	Not yet chikku..going to room nw, i'm in bus..	46	6
ham	Am also doing in cbe only. But have to pay.	43	2
ham	Honey boo I'm missing u.	24	2
ham	We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us	97	1
ham	Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem	70	5
ham	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!	179	8
spam	Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)	120	7
ham	Ok. No wahala. Just remember that a friend in need ...	54	5
ham	I will see in half an hour	26	0
ham	Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!	154	4
ham	Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.	123	3
ham	SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.	48	2
spam	Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA	146	2
ham	Tee hee. Off to lecture, cheery bye bye.	40	3
ham	Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..	81	3
ham	If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number	116	0
ham	Ok...	5	3
spam	network operator. The service is free. For T & C's visit 80488.biz	66	5
ham	Let me know how to contact you. I've you settled in a room. Lets know you are ok.	81	4
ham	Wot u up 2 u weirdo?	20	1
ham	Can do lor...	13	3
ham	Dont put your phone on silent mode ok	37	0
ham	Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..	64	4
ham	Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?	69	4
ham	Oh ho. Is this the first time u use these type of words	55	1
ham	Am I the only one who doesn't stalk profiles?	45	2
ham	"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"	159	15
ham	Yes i thought so. Thanks.	25	2
ham	But if she.s drinkin i'm ok.	28	3
ham	Just wondering, the others just took off	40	1
ham	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng	156	3
ham	What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?	138	4
ham	Happy new year to u too!	24	1
ham	Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May	70	10
ham	Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 	61	6
ham	Hey babe! I saw you came online for a second and then you disappeared, what happened ?	86	3
ham	Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes	174	3
ham	Happy birthday... May all ur dreams come true...	48	6
ham	Aiyah u did ok already lar. E nydc at wheellock?	48	2
ham	TELL HER I SAID EAT SHIT.	25	1
ham	Sure! I am driving but will reach my destination soon.	54	2
ham	K so am I, how much for an 8th? Fifty?	38	3
ham	Your daily text from me – a favour this time	44	0
ham	Great to hear you are settling well. So what's happenin wit ola?	64	3
ham	Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one	133	1
ham	I tot u reach liao. He said t-shirt.	36	3
ham	FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT	132	3
ham	I cant pick the phone right now. Pls send a message	51	1
ham	Your right! I'll make the appointment right now.	48	3
ham	Designation is software developer and may be she get chennai:)	62	2
spam	Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 	163	9
spam	Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply	155	7
ham	I jokin oni lar.. Ü busy then i wun disturb ü.	46	3
ham	Ok, be careful ! Don't text and drive !	39	4
ham	I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.	103	6
ham	U r too much close to my heart. If u go away i will be shattered. Plz stay with me.	83	3
ham	I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie	84	3
ham	How abt making some of the pics bigger?	39	1
ham	Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.	122	5
ham	Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)	154	11
ham	Why nothing. Ok anyway give me treat	36	1
spam	Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!	138	5
ham	Ok...	5	3
ham	Correct. So how was work today	30	1
ham	Just sent again. Do you scream and moan in bed, princess?	57	3
ham	I wake up long ago already... Dunno, what other thing?	54	5
ham	Oh just getting even with u.... u?	34	5
ham	I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?	84	3
ham	Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz	139	5
ham	Yeah jay's sort of a fucking retard	35	1
ham	Sorry, was in the bathroom, sup	31	2
spam	Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!	125	8
ham	My exam is for february 4. Wish you a great day.	48	2
ham	I dont know what to do to come out of this so only am ask questions like this dont mistake me.	94	1
ham	Aight no rush, I'll ask jay	27	2
ham	Good Morning plz call me sir	28	0
ham	It's ok lar. U sleep early too... Nite...	41	8
ham	Oh... Icic... K lor, den meet other day...	42	10
ham	Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*	150	6
ham	Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)	162	9
ham	Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that	82	2
ham	Then she buying today? Ü no need to c meh...	44	4
ham	Aight sorry I take ten years to shower. What's the plan?	56	3
ham	Every monday..nxt week vl be completing..	41	4
ham	Might ax well im there.	23	1
ham	Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay	112	2
ham	Yeah I'll try to scrounge something up	38	1
ham	Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.	159	8
ham	Were somewhere on Fredericksburg	32	0
ham	Que pases un buen tiempo or something like that	47	0
ham	Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired	82	2
ham	She doesnt need any test.	25	1
ham	Nothing much, chillin at home. Any super bowl plan?	51	3
spam	FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk	154	7
