fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,red
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,red
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,red
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,red
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,red
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,red
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,red
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7,red
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,red
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,red
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3,red
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4,red
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4,red
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,red
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4,red
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,red
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,red
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,red
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,red
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6,red
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,red
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,red
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,red
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7,red
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,red
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,red
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,red
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,red
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,red
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,red
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,red
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6,red
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,red
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,red
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,red
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,red
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,red
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,red
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,red
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,red
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,red
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,red
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,6,red
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,red
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,red
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,red
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,red
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,red
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,red
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,red
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,red
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,red
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,red
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,red
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,red
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,red
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,red
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,red
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,red
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,red
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,red
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,red
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,red
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,red
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,red
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,red
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,red
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,red
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,red
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,red
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,red
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,red
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,red
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,red
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,red
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,red
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,red
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,red
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,red
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,red
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,red
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,red
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,red
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,red
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,red
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,red
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,red
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,red
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6,red
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,red
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,red
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,red
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,red
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,red
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,red
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,red
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,red
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,red
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,red
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,red
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,red
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,red
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,red
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,red
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,red
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,red
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,red
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,red
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,red
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,red
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,red
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,red
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,red
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5,red
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,red
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,red
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,red
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,red
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,white
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,white
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,white
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,white
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,white
6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6,white
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,white
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white
8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,white
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,white
8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5,white
7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,white
6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,white
8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5,white
6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,white
6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6,white
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,white
6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5,white
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,white
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,white
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,white
6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6,white
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,white
6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,white
7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,white
7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,white
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,white
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,white
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,white
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,white
6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6,white
5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5,white
7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,white
6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5,white
7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6,white
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,white
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,white
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6,white
6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,white
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,white
6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6,white
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,white
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,white
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,white
6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5,white
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,white
6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5,white
7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6,white
6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7,white
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,white
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,white
6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6,white
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6,white
7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6,white
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,white
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,white
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6,white
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,white
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,white
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,white
6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5,white
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,white
6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5,white
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,white
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,white
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,white
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white
6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5,white
8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,white
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,white
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,white
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,white
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,white
7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,white
6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5,white
6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,white
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,white
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,white
7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,white
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,white
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,white
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,white
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6,white
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,white
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,white
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,white
6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5,white
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,white
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,white
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7,white
7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,white
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,white
9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4,white
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,white
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,white
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,white
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,white
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,white
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,white
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,white
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,white
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,white
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5,white
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,white
7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5,white
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,white
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,white
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,white
5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4,white
6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6,white
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,white
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,white
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,5,white
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,white
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5,white
7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,white
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,white
6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,white
6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,white
7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5,white
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,white
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,white
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6,white
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,white
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,white
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,white
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,white
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,white
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,white
8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6,white
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,white
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,white
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,white
6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5,white
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,white
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6,white
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,white
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,white
6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6,white
5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,white
6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,4,white
6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,white
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,white
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,white
7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6,white
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,white
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,white
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6,white
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,white
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,white
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,white
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,white
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,white
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,white
6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5,white
6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5,white
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,white
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5,white
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,white
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,white
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,white
7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5,white
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,white
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,white
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,white
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4,white
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,white
7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5,white
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,white
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,white
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,white
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,white
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,white
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,white
7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,white
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,white
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,white
